board,holding,hand_score,category,action,correct_decision,pot_size
7d6c4h,Ah3d,41,Aハイ+GS,bet,Bet 2,5
TsKcAh,AsKd,78,2ペア(top2),bet,Bet 4,5
QcAdKh,Qs6s,33,ボトムペア+BDSD,check,Check,5
Th4c5d,Ad4h,32,ボトムペア,check,Check,5
9dTs8s,Ac3d,27,Aハイ+BDSD,check,Check,5
9dTs8s,3h3c,36,アンダーペア(低)+BDSD,check,Check,5
5c5dAh,KdJh,20,Kハイ,check,Check,5
JcJh4s,Ad8h,25,Aハイ,check,Check,5
Jh4h5s,5h5c,93,ミドルセット+BDFD,bet,Bet 4,5
Jh4h5s,Ac3h,41,Aハイ+GS,bet,Bet 4,5
9s7s4c,QcTs,39,Qハイ+2OC,bet,Bet 4,5
Ad8d3d,Ac6d,81,TPWK+FD,check,Check,5
5c2d3h,Th6h,56,空振り+BDFD+GS,bet,Bet 2,5
Ad8d3d,KhQh,26,Kハイ+BDFD+BDSD,check,Check,5
JcJh4s,AsAh,68,2ペア(split),check,Check,5
JsKs5d,7s7c,40,アンダーペア(低)+BDFD,check,Check,5
Th3s2d,AdTc,71,TPTK+BDSD,bet,Bet 4,5
4s4h3h,QdQc,68,2ペア(split),bet,Bet 2,5
9s7s4c,Ad6h,25,Aハイ,check,Check,5
Qc8cAc,KhQh,46,セカンドペア(強)+BDFD+BDSD,check,Check,5
QcAdKh,Qd3d,36,ボトムペア+BDFD+BDSD,check,Check,5
TsKcAh,Ks5s,37,セカンドペア(弱)+BDFD,check,Check,5
Td6h4h,Ts8c,50,TPMK,check,Check,5
Th3s2d,Ad6c,27,Aハイ+BDSD,bet,Bet 4,5
Jh4h5s,6d6c,36,アンダーペア(低)+BDSD,check,Check,5
8h8cTc,Qd8d,85,トリップス,bet,Bet 2,5
Ad9h8h,JhJd,45,アンダーペア(中)+BDFD,check,Check,5
8h8cTc,AcKs,49,Aハイ+2OC,bet,Bet 2,5
4s4h3h,Ad6d,49,Aハイ+2OC,check,Check,5
5c2d3h,AcTd,41,Aハイ+GS,check,Check,5
Ks7h2d,8h8d,35,アンダーペア(低),bet,Bet 2,5
9dTs8s,Ac8d,33,ボトムペア+BDSD,check,Check,5
QcAdKh,9s9d,36,アンダーペア(低)+BDSD,check,Check,5
7d6c4h,Kd4d,37,ボトムペア+BDFD,bet,Bet 2,5
Ad9h8h,Qc5c,15,Qハイ,check,Check,5
7d6c4h,As6s,42,セカンドペア(強),bet,Bet 2,5
9dTs8s,AcJh,57,Aハイ+OESD,check,Check,5
9dTs8s,9c7c,64,セカンドペア(弱)+OESD,check,Check,5
Js8d3c,AhAc,78,オーバーペア(高),bet,Bet 2,5
Ad8d3d,KhTs,25,Kハイ+BDFD,check,Check,5
Ad9h8h,As9c,78,2ペア(top2),bet,Bet 4,5
Th3s2d,4d4c,36,アンダーペア(低)+BDSD,check,Check,5
Ks7h2d,AcTh,25,Aハイ,check,Check,5
5c5dAh,Td8s,8,空振り,check,Check,5
TsKcAh,Th7h,37,ボトムペア+BDFD,check,Check,5
8h8cTc,Th8s,92,フルハウス,bet,Bet 2,5
TsKcAh,JdTc,48,ボトムペア+GS,check,Check,5
Th4c5d,As3d,41,Aハイ+GS,bet,Bet 4,5
6s8d7c,Tc9h,100,ストレート(mid)+OESD,bet,Bet 2,5
Th4c5d,Ah9h,30,Aハイ+BDFD,check,Check,5
Th4c5d,Ks8d,20,Kハイ,check,Check,5
Td6h4h,8h8d,40,アンダーペア(低)+BDFD,check,Check,5
Ad8d3d,KcJs,25,Kハイ+BDFD,check,Check,5
6s8d7c,QdJc,39,Qハイ+2OC,bet,Bet 2,5
Td6h4h,Qc3c,15,Qハイ,check,Check,5
JsKs5d,9s9c,40,アンダーペア(低)+BDFD,check,Check,5
Ks7h2d,AcKd,70,TPTK,bet,Bet 2,5
8h8cTc,Ks5s,20,Kハイ,check,Check,5
TsKcAh,KsJh,51,セカンドペア(中)+GS,check,Check,5
9dTs8s,As8d,36,ボトムペア+BDFD+BDSD,check,Check,5
Ad8d3d,Ah7h,50,TPWK+BDFD,check,Check,5
JsKs5d,Tc8c,8,空振り,check,Check,5
TsKcAh,Ks8d,35,セカンドペア(中),check,Check,5
4s4h3h,Kh9d,44,Kハイ+2OC,bet,Bet 2,5
6s8d7c,Ad4s,41,Aハイ+GS,bet,Bet 2,5
Th4c5d,AsQs,49,Aハイ+2OC,check,Check,5
4s4h3h,Ad7d,49,Aハイ+2OC,check,Check,5
6s8d7c,Jh4h,26,Jハイ+GS,check,Check,5
Jh4h5s,Jd7d,45,TPWK,check,Check,5
Jh4h5s,Kd8h,25,Kハイ+BDFD,bet,Bet 4,5
Ks7h2d,9s8s,14,空振り+BDFD+BDSD,bet,Bet 2,5
9s7s4c,Ac8c,31,Aハイ+BDFD+BDSD,check,Check,5
TsKcAh,QcJs,100,Aハイストレート+OESD,bet,Bet 4,5
Ad9h8h,ThTc,44,アンダーペア(中)+BDFD+BDSD,check,Check,5
Ad8d3d,Ts6s,13,空振り+BDFD,check,Check,5
Th4c5d,8h7h,56,空振り+BDFD+GS,bet,Bet 4,5
Th3s2d,Kc9s,20,Kハイ,check,Check,5
AcKs7d,5s5h,35,アンダーペア(低),check,Check,5
Qc8cAc,Ah9c,86,TPMK+FD,check,Check,5
Js8d3c,Kc9d,20,Kハイ,bet,Bet 2,5
Ks7h2d,Ac9h,25,Aハイ,check,Check,5
JcJh4s,Kc9h,20,Kハイ,bet,Bet 2,5
Ad9h8h,6d6c,35,アンダーペア(低),check,Check,5
JsKs5d,Qd4d,21,Qハイ+BDFD+BDSD,check,Check,5
Ks7h2d,9s8s,14,空振り+BDFD+BDSD,bet,Bet 2,5
Th4c5d,As4d,32,ボトムペア,check,Check,5
Td6h4h,Ad3d,30,Aハイ+BDFD,check,Check,5
Td6h4h,KhJd,44,Kハイ+2OC,bet,Bet 4,5
4s4h3h,KdQc,44,Kハイ+2OC,check,Check,5
Th3s2d,5d4d,58,空振り+BDFD+OESD,bet,Bet 4,5
QcAdKh,Th7h,56,空振り+BDFD+GS,bet,Bet 4,5
Ks7h2d,Ad4h,25,Aハイ,bet,Bet 2,5
Ad9h8h,QcTh,31,Qハイ+GS,bet,Bet 4,5
JsKs5d,Ac7d,25,Aハイ,check,Check,5
AcKs7d,Kh2h,32,セカンドペア(弱),check,Check,5
Th3s2d,4d4c,36,アンダーペア(低)+BDSD,check,Check,5
AcKs7d,Qd9h,17,Qハイ+BDSD,check,Check,5
Td6h4h,Ad2d,30,Aハイ+BDFD,check,Check,5
Ad9h8h,Tc7c,40,空振り+OESD,bet,Bet 4,5
6s8d7c,Ac3c,31,Aハイ+BDFD+BDSD,check,Check,5
9s7s4c,KdQd,44,Kハイ+2OC,check,Check,5
Th3s2d,Qc7c,15,Qハイ,check,Check,5
Jh4h5s,AdQd,49,Aハイ+2OC,check,Check,5
QcAdKh,Jd9s,26,Jハイ+GS,bet,Bet 4,5
AcKs7d,Kh2h,32,セカンドペア(弱),check,Check,5
Ad9h8h,KcQd,22,Kハイ+BDSD,check,Check,5
TsKcAh,7s7c,35,アンダーペア(低),check,Check,5
4s4h3h,KcTd,44,Kハイ+2OC,check,Check,5
JcJh4s,As3d,25,Aハイ,bet,Bet 2,5
JsKs5d,Ah4d,25,Aハイ,check,Check,5
JsKs5d,As8d,30,Aハイ+BDFD,check,Check,5
Ad9h8h,Jd6d,15,Jハイ+BDFD,bet,Bet 4,5
8h8cTc,Qs9c,31,Qハイ+GS,bet,Bet 2,5
Qc8cAc,Qh5h,37,セカンドペア(弱)+BDFD,check,Check,5
Ad8d3d,KhTh,25,Kハイ+BDFD,check,Check,5
Td6h4h,Ac8d,25,Aハイ,check,Check,5
Jh4h5s,Qc9s,15,Qハイ,check,Check,5
JsKs5d,6c5c,32,ボトムペア,check,Check,5
Qc8cAc,8h8d,90,ボトムセット+BDFD,bet,Bet 2,5
JsKs5d,Td8h,8,空振り,check,Check,5
9dTs8s,Jd8d,82,ボトムペア+BDFD+OESD,check,Check,5
Ks7h2d,AdJd,30,Aハイ+BDFD,bet,Bet 2,5
6s8d7c,Ks9s,70,Kハイ+BDFD+OESD,bet,Bet 2,5
Qc8cAc,Kh8h,36,ボトムペア+BDFD+BDSD,check,Check,5
4s4h3h,KcQc,44,Kハイ+2OC,check,Check,5
Td6h4h,3s3h,40,アンダーペア(低)+BDFD,check,Check,5
6s8d7c,Th7h,51,セカンドペア(中)+GS,check,Check,5
Ad9h8h,Qc3c,15,Qハイ,check,Check,5
Ks7h2d,4h4d,35,アンダーペア(低),bet,Bet 2,5
5c2d3h,7h7d,68,オーバーペア(低),bet,Bet 2,5
5c5dAh,Ac5h,92,フルハウス,bet,Bet 2,5
9dTs8s,Ah8d,33,ボトムペア+BDSD,check,Check,5
Ad9h8h,AhQc,67,TPGK+BDFD,check,Check,5
JsKs5d,7d7c,35,アンダーペア(低),check,Check,5
5c2d3h,Kh4h,70,Kハイ+BDFD+OESD,bet,Bet 2,5
9s7s4c,JhTc,26,Jハイ+GS,check,Check,5
QcAdKh,Ks8h,36,セカンドペア(中)+BDSD,check,Check,5
Td6h4h,4s4d,85,ボトムセット,bet,Bet 4,5
Td6h4h,JsJd,72,オーバーペア(中),bet,Bet 4,5
JsKs5d,Ah9d,25,Aハイ,check,Check,5
Td6h4h,9s9d,35,アンダーペア(低),check,Check,5
6s8d7c,Jh6h,33,ボトムペア+BDSD,check,Check,5
9dTs8s,ThTc,93,トップセット+BDSD,bet,Bet 2,5
TsKcAh,JhTc,48,ボトムペア+GS,check,Check,5
Th4c5d,KhJd,44,Kハイ+2OC,bet,Bet 4,5
AcKs7d,ThTc,40,アンダーペア(中),check,Check,5
JcJh4s,AdJd,85,トリップス,bet,Bet 2,5
Jh4h5s,Kc8s,20,Kハイ,check,Check,5
6s8d7c,As8s,74,TPTK+BDFD+BDSD,bet,Bet 2,5
QcAdKh,QdJh,48,ボトムペア+GS,check,Check,5
JsKs5d,Jd9d,40,セカンドペア(中)+BDFD,check,Check,5
Ad9h8h,7h7c,39,アンダーペア(低)+BDFD+BDSD,check,Check,5
Ad8d3d,6h6d,71,アンダーペア(低)+FD,check,Check,5
7d6c4h,9h9c,68,オーバーペア(低),bet,Bet 2,5
8h8cTc,QhTh,83,2ペア(top2)+BDFD,bet,Bet 2,5
Qc8cAc,JsJd,45,アンダーペア(中)+BDFD,check,Check,5
8h8cTc,As5d,25,Aハイ,check,Check,5
7d6c4h,AdTs,49,Aハイ+2OC,check,Check,5
9dTs8s,Ks7s,70,Kハイ+FD+OESD,bet,Bet 2,5
Ad8d3d,Ah5c,50,TPWK+BDFD,check,Check,5
5c2d3h,Ah6h,73,Aハイ+BDFD+GS,bet,Bet 2,5
8h8cTc,Ac7s,30,Aハイ+BDFD,bet,Bet 2,5
9s7s4c,5h4h,32,ボトムペア,check,Check,5
Ks7h2d,Ad9s,25,Aハイ,check,Check,5
JsKs5d,Ad9d,30,Aハイ+BDFD,check,Check,5
Ks7h2d,Ac9s,25,Aハイ,check,Check,5
Jh4h5s,Kd9s,20,Kハイ,check,Check,5
9dTs8s,3d3c,36,アンダーペア(低)+BDSD,check,Check,5
Th4c5d,Ah9h,30,Aハイ+BDFD,check,Check,5
JcJh4s,Ad5c,25,Aハイ,check,Check,5
Ad8d3d,Ks9s,25,Kハイ+BDFD,check,Check,5
Th4c5d,Ac9h,25,Aハイ,check,Check,5
Th3s2d,AsTs,74,TPTK+BDFD+BDSD,bet,Bet 4,5
AcKs7d,JsJh,40,アンダーペア(中),check,Check,5
9s7s4c,AdKd,49,Aハイ+2OC,check,Check,5
Js8d3c,2h2d,35,アンダーペア(低),check,Check,5
QcAdKh,Qs9c,33,ボトムペア+BDSD,check,Check,5
7d6c4h,8s8c,84,オーバーペア(低)+GS,bet,Bet 2,5
QcAdKh,Ac7h,46,TPWK+BDSD,check,Check,5
9s7s4c,KhQd,44,Kハイ+2OC,check,Check,5
7d6c4h,AcJs,49,Aハイ+2OC,check,Check,5
QcAdKh,Kc8h,36,セカンドペア(中)+BDSD,check,Check,5
Js8d3c,6d6c,35,アンダーペア(低),check,Check,5
Td6h4h,Qs4s,32,ボトムペア,check,Check,5
AcKs7d,Jd5d,15,Jハイ+BDFD,check,Check,5
AcKs7d,Qh6h,17,Qハイ+BDSD,check,Check,5
5c5dAh,KsKd,68,2ペア(split),check,Check,5
Th4c5d,JhTc,50,TPMK,check,Check,5
TsKcAh,KsJc,51,セカンドペア(中)+GS,check,Check,5
TsKcAh,Ad9h,50,TPMK,check,Check,5
4s4h3h,Ac5s,41,Aハイ+GS,check,Check,5
8h8cTc,4s4d,68,2ペア(split),check,Check,5
Ks7h2d,Kh5h,50,TPWK+BDFD,bet,Bet 2,5
5c2d3h,9s7s,32,空振り+2OC,check,Check,5
Ad9h8h,KdTh,26,Kハイ+BDFD+BDSD,bet,Bet 4,5
Ks7h2d,AhJs,25,Aハイ,bet,Bet 2,5
Ad8d3d,9s9h,40,アンダーペア(低)+BDFD,check,Check,5
Th3s2d,Kh8d,20,Kハイ,check,Check,5
4s4h3h,KsJc,44,Kハイ+2OC,check,Check,5
Th4c5d,Ks9c,20,Kハイ,check,Check,5
Ks7h2d,QhJc,17,Qハイ+BDSD,check,Check,5
Ks7h2d,KhTh,55,TPMK+BDFD,bet,Bet 2,5
QcAdKh,JsJc,56,アンダーペア(中)+GS,bet,Bet 4,5
9dTs8s,7h7c,67,アンダーペア(低)+OESD,check,Check,5
Td6h4h,AcQc,49,Aハイ+2OC,check,Check,5
9s7s4c,6s6c,40,アンダーペア(低)+BDFD,check,Check,5
Th3s2d,Ah6c,27,Aハイ+BDSD,bet,Bet 4,5
Td6h4h,Ac7c,25,Aハイ,check,Check,5
TsKcAh,QhQc,61,アンダーペア(高)+GS,check,Check,5
5c2d3h,AhTc,41,Aハイ+GS,check,Check,5
Ad9h8h,AsAh,97,トップセット+BDFD,bet,Bet 4,5
8h8cTc,5d4d,8,空振り,check,Check,5
Ks7h2d,2s2h,85,ボトムセット,bet,Bet 2,5
8h8cTc,As6h,25,Aハイ,check,Check,5
AcKs7d,QcJc,63,Qハイ+BDFD+GS,bet,Bet 4,5
Jh4h5s,8h6h,56,空振り+FD+GS,bet,Bet 4,5
Js8d3c,KsQd,44,Kハイ+2OC,bet,Bet 2,5
6s8d7c,TsTc,88,オーバーペア(中)+GS,bet,Bet 2,5
JsKs5d,Jh9s,40,セカンドペア(中)+BDFD,check,Check,5
6s8d7c,AdAc,79,オーバーペア(高)+BDSD,check,Check,5
Td6h4h,Ks4s,32,ボトムペア,check,Check,5
Jh4h5s,Tc8s,8,空振り,check,Check,5
Th3s2d,Ad9s,27,Aハイ+BDSD,check,Check,5
Th3s2d,KhKd,78,オーバーペア(高),bet,Bet 4,5
Ad8d3d,7h7d,71,アンダーペア(低)+FD,check,Check,5
AcKs7d,Qh9s,17,Qハイ+BDSD,check,Check,5
4s4h3h,KcJs,44,Kハイ+2OC,check,Check,5
9s7s4c,Js4s,68,ボトムペア+FD,bet,Bet 4,5
5c5dAh,KhQs,22,Kハイ+BDSD,check,Check,5
5c2d3h,Ad4s,100,ストレート(low)+OESD,bet,Bet 2,5
9s7s4c,AcJd,49,Aハイ+2OC,check,Check,5
7d6c4h,Ah3d,41,Aハイ+GS,bet,Bet 2,5
9s7s4c,Th7h,35,セカンドペア(中),check,Check,5
Js8d3c,Kd3d,37,ボトムペア+BDFD,bet,Bet 2,5
AcKs7d,Qc6c,21,Qハイ+BDFD+BDSD,check,Check,5
Jh4h5s,Ac4d,32,ボトムペア,check,Check,5
Qc8cAc,Kh8d,36,ボトムペア+BDFD+BDSD,check,Check,5
Js8d3c,AsJd,70,TPTK,bet,Bet 2,5
Ks7h2d,AhJd,25,Aハイ,bet,Bet 2,5
6s8d7c,5d5c,67,アンダーペア(低)+OESD,check,Check,5
7d6c4h,AsJd,49,Aハイ+2OC,check,Check,5
5c2d3h,AcTd,41,Aハイ+GS,check,Check,5
9s7s4c,Ah8s,31,Aハイ+BDFD+BDSD,check,Check,5
Th4c5d,7c6c,58,空振り+BDFD+OESD,bet,Bet 4,5
9dTs8s,Qh9h,58,セカンドペア(強)+GS,check,Check,5
Td6h4h,JhJd,77,オーバーペア(中)+BDFD,bet,Bet 4,5
QcAdKh,Ks3s,33,セカンドペア(弱)+BDSD,check,Check,5
Ks7h2d,AsTc,25,Aハイ,check,Check,5
Td6h4h,AcJs,49,Aハイ+2OC,check,Check,5
Ad8d3d,KhKd,81,アンダーペア(高)+FD,check,Check,5
Td6h4h,QsQc,78,オーバーペア(高),bet,Bet 4,5
Td6h4h,TsTh,97,トップセット+BDFD,bet,Bet 4,5
AcKs7d,KdJd,40,セカンドペア(中)+BDFD,check,Check,5
AcKs7d,9d9c,35,アンダーペア(低),check,Check,5
9dTs8s,Ks7s,70,Kハイ+FD+OESD,bet,Bet 2,5
9s7s4c,AhJh,49,Aハイ+2OC,check,Check,5
Ad8d3d,Th8h,40,セカンドペア(中)+BDFD,check,Check,5
9s7s4c,Td9h,50,TPMK,check,Check,5
Ad8d3d,KsTh,25,Kハイ+BDFD,check,Check,5
6s8d7c,JsTh,26,Jハイ+GS,bet,Bet 2,5
8h8cTc,AhTd,78,2ペア(top2),bet,Bet 2,5
5c2d3h,KhJh,44,Kハイ+2OC,check,Check,5
8h8cTc,Th8s,92,フルハウス,bet,Bet 2,5
Td6h4h,Ks2s,20,Kハイ,check,Check,5
TsKcAh,9h9d,35,アンダーペア(低),check,Check,5
AcKs7d,As7s,80,2ペア(top+mid)+BDFD,bet,Bet 4,5
Ad8d3d,As6s,50,TPWK+BDFD,check,Check,5
4s4h3h,2d2c,73,2ペア(top+bot)+BDSD,bet,Bet 2,5
5c2d3h,KcJh,44,Kハイ+2OC,check,Check,5
JcJh4s,6h6d,75,2ペア(top+mid),bet,Bet 2,5
7d6c4h,QcJc,39,Qハイ+2OC,check,Check,5
Th4c5d,Ac9c,30,Aハイ+BDFD,check,Check,5
Jh4h5s,KdTc,20,Kハイ,check,Check,5
Th3s2d,9d9c,35,アンダーペア(低),check,Check,5
TsKcAh,QhTc,48,ボトムペア+GS,check,Check,5
9dTs8s,Kh9s,46,セカンドペア(強)+BDFD+BDSD,check,Check,5
Td6h4h,9d6d,40,セカンドペア(中)+BDFD,check,Check,5
Th3s2d,Qs7s,20,Qハイ+BDFD,check,Check,5
Th3s2d,Ks7s,25,Kハイ+BDFD,check,Check,5
Jh4h5s,Kh9c,25,Kハイ+BDFD,bet,Bet 4,5
JsKs5d,Tc8s,13,空振り+BDFD,bet,Bet 4,5
6s8d7c,AsKc,49,Aハイ+2OC,bet,Bet 2,5
QcAdKh,9h8h,14,空振り+BDFD+BDSD,check,Check,5
JcJh4s,Qs5s,20,Qハイ+BDFD,bet,Bet 2,5
Ad9h8h,8d8c,85,ボトムセット,bet,Bet 4,5
Th3s2d,AsJs,49,Aハイ+2OC,check,Check,5
4s4h3h,Ad4d,85,トリップス,bet,Bet 2,5
TsKcAh,AcKs,78,2ペア(top2),bet,Bet 4,5
9s7s4c,5s5c,40,アンダーペア(低)+BDFD,check,Check,5
Th4c5d,Qs5s,42,セカンドペア(強),check,Check,5
JcJh4s,AsJd,85,トリップス,bet,Bet 2,5
Js8d3c,3s3d,85,ボトムセット,bet,Bet 2,5
Js8d3c,QsTs,63,Qハイ+BDFD+GS,bet,Bet 2,5
TsKcAh,Tc7c,37,ボトムペア+BDFD,check,Check,5
QcAdKh,Qs3s,33,ボトムペア+BDSD,check,Check,5
Th4c5d,Ad6s,27,Aハイ+BDSD,bet,Bet 4,5
9dTs8s,5s5h,39,アンダーペア(低)+BDFD+BDSD,check,Check,5
Th4c5d,As8h,25,Aハイ,check,Check,5
6s8d7c,Ah8h,71,TPTK+BDSD,bet,Bet 2,5
Ks7h2d,Ah3c,27,Aハイ+BDSD,bet,Bet 2,5
Th3s2d,As8c,27,Aハイ+BDSD,check,Check,5
6s8d7c,JhTd,26,Jハイ+GS,bet,Bet 2,5
Th3s2d,JcTd,50,TPMK,check,Check,5
JcJh4s,Jd7d,85,トリップス,bet,Bet 2,5
5c5dAh,Ks9c,20,Kハイ,check,Check,5
Th3s2d,KsKh,78,オーバーペア(高),bet,Bet 4,5
Ks7h2d,As9s,30,Aハイ+BDFD,check,Check,5
4s4h3h,KsJh,44,Kハイ+2OC,check,Check,5
Th3s2d,Ah9s,27,Aハイ+BDSD,check,Check,5
9s7s4c,Jd9d,50,TPMK,check,Check,5
Th4c5d,As9h,25,Aハイ,check,Check,5
5c5dAh,7s7c,68,2ペア(split),bet,Bet 2,5
Th3s2d,JdTs,50,TPMK,check,Check,5
4s4h3h,Ks9s,44,Kハイ+2OC,check,Check,5
Js8d3c,Ac3h,32,ボトムペア,bet,Bet 2,5
Ad9h8h,KcTh,26,Kハイ+BDFD+BDSD,bet,Bet 4,5
4s4h3h,Qh9d,39,Qハイ+2OC,bet,Bet 2,5
Js8d3c,Qd9c,31,Qハイ+GS,bet,Bet 2,5
Qc8cAc,TsTh,45,アンダーペア(中)+BDFD,check,Check,5
Jh4h5s,AsQh,49,Aハイ+2OC,check,Check,5
Ad9h8h,AhJs,55,TPMK+BDFD,check,Check,5
TsKcAh,JhTd,48,ボトムペア+GS,check,Check,5
8h8cTc,Jc9s,42,Jハイ+OESD,bet,Bet 2,5
Ks7h2d,5d4d,13,空振り+BDFD,bet,Bet 2,5
5c5dAh,KdQc,22,Kハイ+BDSD,check,Check,5
9dTs8s,As2s,61,Aハイ+FD,bet,Bet 2,5
Td6h4h,Qh5h,51,Qハイ+FD,bet,Bet 4,5
4s4h3h,Kc2c,22,Kハイ+BDSD,bet,Bet 2,5
Js8d3c,QsJd,62,TPGK,check,Check,5
Js8d3c,7h7d,35,アンダーペア(低),check,Check,5
9s7s4c,As8s,61,Aハイ+FD,bet,Bet 4,5
Ad9h8h,Ts6s,24,空振り+GS,check,Check,5
9dTs8s,Ad8h,33,ボトムペア+BDSD,check,Check,5
Th3s2d,Qc6c,15,Qハイ,check,Check,5
5c5dAh,Qs3s,15,Qハイ,bet,Bet 2,5
Qc8cAc,Qs8s,73,2ペア(split)+BDFD,bet,Bet 2,5
Ad9h8h,Ah6s,50,TPWK+BDFD,check,Check,5
8h8cTc,QhTh,83,2ペア(top2)+BDFD,bet,Bet 2,5
Ks7h2d,AcKc,70,TPTK,bet,Bet 2,5
Ad9h8h,AhTs,54,TPMK+BDFD+BDSD,check,Check,5
Jh4h5s,8s8c,35,アンダーペア(低),check,Check,5
Ad9h8h,Ah5c,50,TPWK+BDFD,check,Check,5
Jh4h5s,AhKd,49,Aハイ+2OC,check,Check,5
JcJh4s,Ah3c,25,Aハイ,bet,Bet 2,5
Th3s2d,2h2c,85,ボトムセット,bet,Bet 4,5
QcAdKh,Qh9c,33,ボトムペア+BDSD,check,Check,5
6s8d7c,Kd9d,70,Kハイ+BDFD+OESD,bet,Bet 2,5
Ad9h8h,TsTd,41,アンダーペア(中)+BDSD,check,Check,5
Th4c5d,3s3c,36,アンダーペア(低)+BDSD,check,Check,5
9dTs8s,Qs7s,65,Qハイ+FD+OESD,bet,Bet 2,5
7d6c4h,KsJs,44,Kハイ+2OC,check,Check,5
5c2d3h,Ad8c,41,Aハイ+GS,check,Check,5
Ad9h8h,Qs4s,15,Qハイ,check,Check,5
Td6h4h,7d7c,35,アンダーペア(低),check,Check,5
Th3s2d,JdTd,55,TPMK+BDFD,bet,Bet 4,5
JcJh4s,Ah6h,30,Aハイ+BDFD,check,Check,5
7d6c4h,Ac5c,75,Aハイ+BDFD+OESD,bet,Bet 2,5
5c5dAh,KdQs,22,Kハイ+BDSD,check,Check,5
JcJh4s,As7s,30,Aハイ+BDFD,check,Check,5
Td6h4h,5h5c,39,アンダーペア(低)+BDFD+BDSD,check,Check,5
QcAdKh,QdTs,48,ボトムペア+GS,check,Check,5
Js8d3c,Qh6h,15,Qハイ,check,Check,5
Qc8cAc,Qh7h,37,セカンドペア(弱)+BDFD,check,Check,5
6s8d7c,JsTs,58,Jハイ+BDFD+GS,bet,Bet 2,5
9dTs8s,Qc9c,58,セカンドペア(強)+GS,check,Check,5
Td6h4h,5s4s,33,ボトムペア+BDSD,check,Check,5
9s7s4c,Qs6s,51,Qハイ+FD,bet,Bet 4,5
6s8d7c,Jc9h,42,Jハイ+OESD,bet,Bet 2,5
Td6h4h,JsJc,72,オーバーペア(中),bet,Bet 4,5
Ad8d3d,KsQc,26,Kハイ+BDFD+BDSD,check,Check,5
Ad9h8h,AhJd,55,TPMK+BDFD,check,Check,5
Th3s2d,Ah3c,43,セカンドペア(強)+BDSD,bet,Bet 4,5
8h8cTc,KdJd,44,Kハイ+2OC,bet,Bet 2,5
Th3s2d,Ac7h,27,Aハイ+BDSD,check,Check,5
Ks7h2d,AsKh,70,TPTK,bet,Bet 2,5
Th3s2d,JdTc,50,TPMK,check,Check,5
Jh4h5s,Ac9d,25,Aハイ,check,Check,5
AcKs7d,JcTh,26,Jハイ+GS,bet,Bet 4,5
6s8d7c,Ah3c,27,Aハイ+BDSD,check,Check,5
Jh4h5s,AsTs,30,Aハイ+BDFD,check,Check,5
7d6c4h,QhTh,39,Qハイ+2OC,check,Check,5
7d6c4h,AhJs,49,Aハイ+2OC,check,Check,5
Th4c5d,Kh5h,47,セカンドペア(強)+BDFD,bet,Bet 4,5
JsKs5d,Tc6c,8,空振り,check,Check,5
Ks7h2d,QdJc,17,Qハイ+BDSD,check,Check,5
9s7s4c,AhQs,49,Aハイ+2OC,check,Check,5
9s7s4c,JsTh,26,Jハイ+GS,bet,Bet 4,5
6s8d7c,Ad4d,73,Aハイ+BDFD+GS,check,Check,5
Ad9h8h,Ah5d,50,TPWK+BDFD,check,Check,5
JsKs5d,JhTh,35,セカンドペア(中),check,Check,5
Ks7h2d,Ah5s,25,Aハイ,bet,Bet 2,5
Th4c5d,9s8s,10,空振り+BDSD,check,Check,5
8h8cTc,5s5h,68,2ペア(split),check,Check,5
TsKcAh,Kd8s,35,セカンドペア(中),check,Check,5
Ad9h8h,KsJc,20,Kハイ,check,Check,5
Ad8d3d,KsJc,25,Kハイ+BDFD,check,Check,5
6s8d7c,9h9c,100,オーバーペア(低)+OESD,bet,Bet 2,5
Ad8d3d,Ts8c,40,セカンドペア(中)+BDFD,check,Check,5
Ad9h8h,Jh6h,46,Jハイ+FD,check,Check,5
Th4c5d,As8d,25,Aハイ,check,Check,5
Jh4h5s,Ac7d,25,Aハイ,check,Check,5
JcJh4s,As3d,25,Aハイ,bet,Bet 2,5
Td6h4h,As9s,25,Aハイ,check,Check,5
5c2d3h,6h6c,84,オーバーペア(低)+GS,bet,Bet 2,5
AcKs7d,Ad7h,75,2ペア(top+mid),bet,Bet 4,5
7d6c4h,KhJh,44,Kハイ+2OC,check,Check,5
Ad8d3d,Ac6s,50,TPWK+BDFD,check,Check,5
JsKs5d,AhQd,41,Aハイ+GS,check,Check,5
5c2d3h,AdKc,41,Aハイ+GS,bet,Bet 2,5
Th4c5d,Ks8c,20,Kハイ,check,Check,5
Ad9h8h,Kd8c,32,ボトムペア,check,Check,5
Td6h4h,AcQd,49,Aハイ+2OC,check,Check,5
Th3s2d,QhJc,39,Qハイ+2OC,bet,Bet 4,5
7d6c4h,AdJs,49,Aハイ+2OC,check,Check,5
9dTs8s,7h7d,67,アンダーペア(低)+OESD,check,Check,5
4s4h3h,Jd5d,34,Jハイ+2OC,bet,Bet 2,5
9s7s4c,Kd4d,32,ボトムペア,check,Check,5
9s7s4c,JhTs,26,Jハイ+GS,bet,Bet 4,5
Jh4h5s,AcKd,49,Aハイ+2OC,check,Check,5
Js8d3c,Ts8s,40,セカンドペア(中)+BDFD,bet,Bet 2,5
JsKs5d,9h8h,8,空振り,check,Check,5
