board,holding,hand_score,category,action,correct_decision,pot_size
4s4h3h,Ad7d,2,エア,check,Check,5
6s8d7c,Jh4h,5,ガットショット,check,Check,5
Jh4h5s,Jd7d,10,TP+弱キッカー,check,Check,5
Jh4h5s,Kd8h,2,バックドアドロー,bet,Bet 4,5
Ks7h2d,9s8s,2,バックドアドロー,bet,Bet 2,5
9s7s4c,Ac8c,2,バックドアドロー,check,Check,5
TsKcAh,QcJs,18,ストレート,bet,Bet 4,5
Ad9h8h,ThTc,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,Ts6s,2,バックドアドロー,check,Check,5
Th4c5d,8h7h,5,ガットショット,bet,Bet 4,5
Th3s2d,Kc9s,2,エア,check,Check,5
AcKs7d,5s5h,5,弱ペア/ボトムペア,check,Check,5
Qc8cAc,Ah9c,12,コンボドロー(TP+中キッカー),check,Check,5
Js8d3c,Kc9d,2,エア,bet,Bet 2,5
Ks7h2d,Ac9h,2,エア,check,Check,5
JcJh4s,Kc9h,2,エア,bet,Bet 2,5
Ad9h8h,6d6c,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Qd4d,2,バックドアドロー,check,Check,5
Ks7h2d,9s8s,2,バックドアドロー,bet,Bet 2,5
Th4c5d,As4d,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,Ad3d,2,バックドアドロー,check,Check,5
Td6h4h,KhJd,2,バックドアドロー,bet,Bet 4,5
4s4h3h,KdQc,2,エア,check,Check,5
Th3s2d,5d4d,8,OESD,bet,Bet 4,5
QcAdKh,Th7h,5,ガットショット,bet,Bet 4,5
Ks7h2d,Ad4h,2,エア,bet,Bet 2,5
Ad9h8h,QcTh,5,ガットショット,bet,Bet 4,5
JsKs5d,Ac7d,2,エア,check,Check,5
AcKs7d,Kh2h,5,セカンドペア弱,check,Check,5
Th3s2d,4d4c,5,弱ペア/ボトムペア,check,Check,5
AcKs7d,Qd9h,2,バックドアドロー,check,Check,5
Td6h4h,Ad2d,2,バックドアドロー,check,Check,5
Ad9h8h,Tc7c,8,OESD,bet,Bet 4,5
6s8d7c,Ac3c,2,バックドアドロー,check,Check,5
9s7s4c,KdQd,2,エア,check,Check,5
Th3s2d,Qc7c,2,エア,check,Check,5
Jh4h5s,AdQd,2,エア,check,Check,5
QcAdKh,Jd9s,5,ガットショット,bet,Bet 4,5
AcKs7d,Kh2h,5,セカンドペア弱,check,Check,5
Ad9h8h,KcQd,2,バックドアドロー,check,Check,5
TsKcAh,7s7c,5,弱ペア/ボトムペア,check,Check,5
4s4h3h,KcTd,2,エア,check,Check,5
JcJh4s,As3d,2,エア,bet,Bet 2,5
JsKs5d,Ah4d,2,エア,check,Check,5
JsKs5d,As8d,2,バックドアドロー,check,Check,5
Ad9h8h,Jd6d,2,バックドアドロー,bet,Bet 4,5
8h8cTc,Qs9c,5,ガットショット,bet,Bet 2,5
Qc8cAc,Qh5h,5,セカンドペア弱,check,Check,5
Ad8d3d,KhTh,2,バックドアドロー,check,Check,5
Td6h4h,Ac8d,2,エア,check,Check,5
Jh4h5s,Qc9s,2,エア,check,Check,5
JsKs5d,6c5c,5,弱ペア/ボトムペア,check,Check,5
Qc8cAc,8h8d,18,セット,bet,Bet 2,5
JsKs5d,Td8h,2,エア,check,Check,5
9dTs8s,Jd8d,8,ドロー+弱ペア,check,Check,5
Ks7h2d,AdJd,2,バックドアドロー,bet,Bet 2,5
6s8d7c,Ks9s,8,OESD,bet,Bet 2,5
Qc8cAc,Kh8h,5,弱ペア/ボトムペア,check,Check,5
4s4h3h,KcQc,2,エア,check,Check,5
Td6h4h,3s3h,5,弱ペア/ボトムペア,check,Check,5
6s8d7c,Th7h,5,セカンドペア弱,check,Check,5
Ad9h8h,Qc3c,2,エア,check,Check,5
Ks7h2d,4h4d,5,弱ペア/ボトムペア,bet,Bet 2,5
5c2d3h,7h7d,15,オーバーペア,bet,Bet 2,5
5c5dAh,Ac5h,18,セット,bet,Bet 2,5
9dTs8s,Ah8d,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,AhQc,12,TP+強キッカー,check,Check,5
JsKs5d,7d7c,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,Kh4h,8,OESD,bet,Bet 2,5
9s7s4c,JhTc,5,ガットショット,check,Check,5
QcAdKh,Ks8h,5,セカンドペア弱,check,Check,5
Td6h4h,4s4d,18,セット,bet,Bet 4,5
Td6h4h,JsJd,15,オーバーペア,bet,Bet 4,5
JsKs5d,Ah9d,2,エア,check,Check,5
Td6h4h,9s9d,5,弱ペア/ボトムペア,check,Check,5
6s8d7c,Jh6h,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,ThTc,18,セット,bet,Bet 2,5
TsKcAh,JhTc,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,KhJd,2,エア,bet,Bet 4,5
AcKs7d,ThTc,5,弱ペア/ボトムペア,check,Check,5
JcJh4s,AdJd,18,セット,bet,Bet 2,5
Jh4h5s,Kc8s,2,エア,check,Check,5
6s8d7c,As8s,15,TPTK,bet,Bet 2,5
QcAdKh,QdJh,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Jd9d,5,セカンドペア弱,check,Check,5
Ad9h8h,7h7c,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,6h6d,8,ドロー+弱ペア,check,Check,5
7d6c4h,9h9c,15,オーバーペア,bet,Bet 2,5
8h8cTc,QhTh,15,2ペア,bet,Bet 2,5
Qc8cAc,JsJd,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,As5d,2,エア,check,Check,5
7d6c4h,AdTs,2,エア,check,Check,5
9dTs8s,Ks7s,12,コンボドロー(FD+OESD),bet,Bet 2,5
Ad8d3d,Ah5c,10,TP+弱キッカー,check,Check,5
5c2d3h,Ah6h,5,ガットショット,bet,Bet 2,5
8h8cTc,Ac7s,2,バックドアドロー,bet,Bet 2,5
9s7s4c,5h4h,5,弱ペア/ボトムペア,check,Check,5
Ks7h2d,Ad9s,2,エア,check,Check,5
JsKs5d,Ad9d,2,バックドアドロー,check,Check,5
Ks7h2d,Ac9s,2,エア,check,Check,5
Jh4h5s,Kd9s,2,エア,check,Check,5
9dTs8s,3d3c,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,Ah9h,2,バックドアドロー,check,Check,5
JcJh4s,Ad5c,2,エア,check,Check,5
Ad8d3d,Ks9s,2,バックドアドロー,check,Check,5
Th4c5d,Ac9h,2,エア,check,Check,5
Th3s2d,AsTs,15,TPTK,bet,Bet 4,5
AcKs7d,JsJh,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,AdKd,2,エア,check,Check,5
Js8d3c,2h2d,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,Qs9c,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,8s8c,15,オーバーペア,bet,Bet 2,5
QcAdKh,Ac7h,10,TP+弱キッカー,check,Check,5
9s7s4c,KhQd,2,エア,check,Check,5
7d6c4h,AcJs,2,エア,check,Check,5
QcAdKh,Kc8h,5,セカンドペア弱,check,Check,5
Js8d3c,6d6c,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,Qs4s,5,弱ペア/ボトムペア,check,Check,5
AcKs7d,Jd5d,2,バックドアドロー,check,Check,5
AcKs7d,Qh6h,2,バックドアドロー,check,Check,5
5c5dAh,KsKd,15,2ペア,check,Check,5
Th4c5d,JhTc,10,TP+中キッカー,check,Check,5
TsKcAh,KsJc,5,セカンドペア弱,check,Check,5
TsKcAh,Ad9h,10,TP+中キッカー,check,Check,5
4s4h3h,Ac5s,5,ガットショット,check,Check,5
8h8cTc,4s4d,15,2ペア,check,Check,5
Ks7h2d,Kh5h,10,TP+弱キッカー,bet,Bet 2,5
5c2d3h,9s7s,2,エア,check,Check,5
Ad9h8h,KdTh,2,バックドアドロー,bet,Bet 4,5
Ks7h2d,AhJs,2,エア,bet,Bet 2,5
Ad8d3d,9s9h,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,Kh8d,2,エア,check,Check,5
4s4h3h,KsJc,2,エア,check,Check,5
Th4c5d,Ks9c,2,エア,check,Check,5
Ks7h2d,QhJc,2,バックドアドロー,check,Check,5
Ks7h2d,KhTh,10,TP+中キッカー,bet,Bet 2,5
QcAdKh,JsJc,5,弱ペア/ボトムペア,bet,Bet 4,5
9dTs8s,7h7c,8,ドロー+弱ペア,check,Check,5
Td6h4h,AcQc,2,エア,check,Check,5
9s7s4c,6s6c,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,Ah6c,2,バックドアドロー,bet,Bet 4,5
Td6h4h,Ac7c,2,エア,check,Check,5
TsKcAh,QhQc,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,AhTc,5,ガットショット,check,Check,5
Ad9h8h,AsAh,18,セット,bet,Bet 4,5
8h8cTc,5d4d,2,エア,check,Check,5
Ks7h2d,2s2h,18,セット,bet,Bet 2,5
8h8cTc,As6h,2,エア,check,Check,5
AcKs7d,QcJc,5,ガットショット,bet,Bet 4,5
Jh4h5s,8h6h,10,フラッシュドロー,bet,Bet 4,5
Js8d3c,KsQd,2,バックドアドロー,bet,Bet 2,5
6s8d7c,TsTc,15,オーバーペア,bet,Bet 2,5
JsKs5d,Jh9s,5,セカンドペア弱,check,Check,5
6s8d7c,AdAc,15,オーバーペア,check,Check,5
Td6h4h,Ks4s,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,Tc8s,2,エア,check,Check,5
Th3s2d,Ad9s,2,バックドアドロー,check,Check,5
Th3s2d,KhKd,15,オーバーペア,bet,Bet 4,5
Ad8d3d,7h7d,8,ドロー+弱ペア,check,Check,5
AcKs7d,Qh9s,2,バックドアドロー,check,Check,5
4s4h3h,KcJs,2,エア,check,Check,5
9s7s4c,Js4s,8,ドロー+弱ペア,bet,Bet 4,5
5c5dAh,KhQs,2,バックドアドロー,check,Check,5
5c2d3h,Ad4s,18,ストレート,bet,Bet 2,5
9s7s4c,AcJd,2,エア,check,Check,5
7d6c4h,Ah3d,5,ガットショット,bet,Bet 2,5
9s7s4c,Th7h,5,セカンドペア弱,check,Check,5
Js8d3c,Kd3d,5,弱ペア/ボトムペア,bet,Bet 2,5
AcKs7d,Qc6c,2,バックドアドロー,check,Check,5
Jh4h5s,Ac4d,5,弱ペア/ボトムペア,check,Check,5
Qc8cAc,Kh8d,5,弱ペア/ボトムペア,check,Check,5
Js8d3c,AsJd,15,TPTK,bet,Bet 2,5
Ks7h2d,AhJd,2,エア,bet,Bet 2,5
6s8d7c,5d5c,8,ドロー+弱ペア,check,Check,5
7d6c4h,AsJd,2,エア,check,Check,5
5c2d3h,AcTd,5,ガットショット,check,Check,5
9s7s4c,Ah8s,2,バックドアドロー,check,Check,5
Th4c5d,7c6c,8,OESD,bet,Bet 4,5
9dTs8s,Qh9h,8,セカンドペア強,check,Check,5
Td6h4h,JhJd,15,オーバーペア,bet,Bet 4,5
QcAdKh,Ks3s,5,セカンドペア弱,check,Check,5
Ks7h2d,AsTc,2,エア,check,Check,5
Td6h4h,AcJs,2,エア,check,Check,5
Ad8d3d,KhKd,8,ドロー+弱ペア,check,Check,5
Td6h4h,QsQc,15,オーバーペア,bet,Bet 4,5
Td6h4h,TsTh,18,セット,bet,Bet 4,5
AcKs7d,KdJd,5,セカンドペア弱,check,Check,5
AcKs7d,9d9c,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Ks7s,12,コンボドロー(FD+OESD),bet,Bet 2,5
9s7s4c,AhJh,2,エア,check,Check,5
Ad8d3d,Th8h,5,セカンドペア弱,check,Check,5
9s7s4c,Td9h,10,TP+中キッカー,check,Check,5
Ad8d3d,KsTh,2,バックドアドロー,check,Check,5
6s8d7c,JsTh,5,ガットショット,bet,Bet 2,5
8h8cTc,AhTd,15,2ペア,bet,Bet 2,5
5c2d3h,KhJh,2,バックドアドロー,check,Check,5
8h8cTc,Th8s,18,セット,bet,Bet 2,5
Td6h4h,Ks2s,2,エア,check,Check,5
TsKcAh,9h9d,5,弱ペア/ボトムペア,check,Check,5
AcKs7d,As7s,15,2ペア,bet,Bet 4,5
Ad8d3d,As6s,10,TP+弱キッカー,check,Check,5
4s4h3h,2d2c,15,2ペア,bet,Bet 2,5
5c2d3h,KcJh,2,エア,check,Check,5
JcJh4s,6h6d,15,2ペア,bet,Bet 2,5
7d6c4h,QcJc,2,バックドアドロー,check,Check,5
Th4c5d,Ac9c,2,バックドアドロー,check,Check,5
Jh4h5s,KdTc,2,エア,check,Check,5
Th3s2d,9d9c,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,QhTc,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Kh9s,8,セカンドペア強,check,Check,5
Td6h4h,9d6d,5,セカンドペア弱,check,Check,5
Th3s2d,Qs7s,2,バックドアドロー,check,Check,5
Th3s2d,Ks7s,2,バックドアドロー,check,Check,5
Jh4h5s,Kh9c,2,バックドアドロー,bet,Bet 4,5
JsKs5d,Tc8s,2,バックドアドロー,bet,Bet 4,5
6s8d7c,AsKc,2,バックドアドロー,bet,Bet 2,5
QcAdKh,9h8h,2,バックドアドロー,check,Check,5
JcJh4s,Qs5s,2,バックドアドロー,bet,Bet 2,5
Ad9h8h,8d8c,18,セット,bet,Bet 4,5
Th3s2d,AsJs,2,バックドアドロー,check,Check,5
4s4h3h,Ad4d,18,セット,bet,Bet 2,5
TsKcAh,AcKs,15,2ペア,bet,Bet 4,5
9s7s4c,5s5c,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,Qs5s,8,セカンドペア強,check,Check,5
JcJh4s,AsJd,18,セット,bet,Bet 2,5
Js8d3c,3s3d,18,セット,bet,Bet 2,5
Js8d3c,QsTs,5,ガットショット,bet,Bet 2,5
TsKcAh,Tc7c,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,Qs3s,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,Ad6s,2,バックドアドロー,bet,Bet 4,5
9dTs8s,5s5h,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,As8h,2,エア,check,Check,5
6s8d7c,Ah8h,15,TPTK,bet,Bet 2,5
Ks7h2d,Ah3c,2,バックドアドロー,bet,Bet 2,5
Th3s2d,As8c,2,バックドアドロー,check,Check,5
6s8d7c,JhTd,5,ガットショット,bet,Bet 2,5
Th3s2d,JcTd,10,TP+中キッカー,check,Check,5
JcJh4s,Jd7d,18,セット,bet,Bet 2,5
5c5dAh,Ks9c,2,エア,check,Check,5
Th3s2d,KsKh,15,オーバーペア,bet,Bet 4,5
Ks7h2d,As9s,2,バックドアドロー,check,Check,5
4s4h3h,KsJh,2,バックドアドロー,check,Check,5
Th3s2d,Ah9s,2,バックドアドロー,check,Check,5
9s7s4c,Jd9d,10,TP+中キッカー,check,Check,5
Th4c5d,As9h,2,エア,check,Check,5
5c5dAh,7s7c,15,2ペア,bet,Bet 2,5
Th3s2d,JdTs,10,TP+中キッカー,check,Check,5
4s4h3h,Ks9s,2,バックドアドロー,check,Check,5
Js8d3c,Ac3h,5,弱ペア/ボトムペア,bet,Bet 2,5
Ad9h8h,KcTh,2,バックドアドロー,bet,Bet 4,5
4s4h3h,Qh9d,2,バックドアドロー,bet,Bet 2,5
Js8d3c,Qd9c,5,ガットショット,bet,Bet 2,5
Qc8cAc,TsTh,5,弱ペア/ボトムペア,check,Check,5
Jh4h5s,AsQh,2,バックドアドロー,check,Check,5
Ad9h8h,AhJs,10,TP+中キッカー,check,Check,5
TsKcAh,JhTd,5,弱ペア/ボトムペア,check,Check,5
8h8cTc,Jc9s,8,OESD,bet,Bet 2,5
Ks7h2d,5d4d,2,バックドアドロー,bet,Bet 2,5
5c5dAh,KdQc,2,バックドアドロー,check,Check,5
9dTs8s,As2s,10,フラッシュドロー,bet,Bet 2,5
Td6h4h,Qh5h,10,フラッシュドロー,bet,Bet 4,5
4s4h3h,Kc2c,2,バックドアドロー,bet,Bet 2,5
Js8d3c,QsJd,12,TP+強キッカー,check,Check,5
Js8d3c,7h7d,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,As8s,10,フラッシュドロー,bet,Bet 4,5
Ad9h8h,Ts6s,5,ガットショット,check,Check,5
9dTs8s,Ad8h,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,Qc6c,2,エア,check,Check,5
5c5dAh,Qs3s,2,エア,bet,Bet 2,5
Qc8cAc,Qs8s,15,2ペア,bet,Bet 2,5
Ad9h8h,Ah6s,10,TP+弱キッカー,check,Check,5
8h8cTc,QhTh,15,2ペア,bet,Bet 2,5
Ks7h2d,AcKc,15,TPTK,bet,Bet 2,5
Ad9h8h,AhTs,10,TP+中キッカー,check,Check,5
Jh4h5s,8s8c,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,Ah5c,10,TP+弱キッカー,check,Check,5
Jh4h5s,AhKd,2,バックドアドロー,check,Check,5
JcJh4s,Ah3c,2,エア,bet,Bet 2,5
Th3s2d,2h2c,18,セット,bet,Bet 4,5
QcAdKh,Qh9c,5,弱ペア/ボトムペア,check,Check,5
6s8d7c,Kd9d,8,OESD,bet,Bet 2,5
Ad9h8h,TsTd,5,弱ペア/ボトムペア,check,Check,5
Th4c5d,3s3c,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Qs7s,12,コンボドロー(FD+OESD),bet,Bet 2,5
7d6c4h,KsJs,2,エア,check,Check,5
5c2d3h,Ad8c,5,ガットショット,check,Check,5
Ad9h8h,Qs4s,2,エア,check,Check,5
Td6h4h,7d7c,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,JdTd,10,TP+中キッカー,bet,Bet 4,5
JcJh4s,Ah6h,2,バックドアドロー,check,Check,5
7d6c4h,Ac5c,8,OESD,bet,Bet 2,5
5c5dAh,KdQs,2,バックドアドロー,check,Check,5
JcJh4s,As7s,2,バックドアドロー,check,Check,5
Td6h4h,5h5c,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,QdTs,5,弱ペア/ボトムペア,check,Check,5
Js8d3c,Qh6h,2,エア,check,Check,5
Qc8cAc,Qh7h,5,セカンドペア弱,check,Check,5
6s8d7c,JsTs,5,ガットショット,bet,Bet 2,5
9dTs8s,Qc9c,8,セカンドペア強,check,Check,5
Td6h4h,5s4s,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,Qs6s,10,フラッシュドロー,bet,Bet 4,5
6s8d7c,Jc9h,8,OESD,bet,Bet 2,5
Td6h4h,JsJc,15,オーバーペア,bet,Bet 4,5
Ad8d3d,KsQc,2,バックドアドロー,check,Check,5
Ad9h8h,AhJd,10,TP+中キッカー,check,Check,5
Th3s2d,Ah3c,8,セカンドペア強,bet,Bet 4,5
8h8cTc,KdJd,2,エア,bet,Bet 2,5
Th3s2d,Ac7h,2,バックドアドロー,check,Check,5
Ks7h2d,AsKh,15,TPTK,bet,Bet 2,5
Th3s2d,JdTc,10,TP+中キッカー,check,Check,5
Jh4h5s,Ac9d,2,エア,check,Check,5
AcKs7d,JcTh,5,ガットショット,bet,Bet 4,5
6s8d7c,Ah3c,2,バックドアドロー,check,Check,5
Jh4h5s,AsTs,2,バックドアドロー,check,Check,5
7d6c4h,QhTh,2,バックドアドロー,check,Check,5
7d6c4h,AhJs,2,エア,check,Check,5
Th4c5d,Kh5h,8,セカンドペア強,bet,Bet 4,5
JsKs5d,Tc6c,2,エア,check,Check,5
Ks7h2d,QdJc,2,バックドアドロー,check,Check,5
9s7s4c,AhQs,2,バックドアドロー,check,Check,5
9s7s4c,JsTh,5,ガットショット,bet,Bet 4,5
6s8d7c,Ad4d,5,ガットショット,check,Check,5
Ad9h8h,Ah5d,10,TP+弱キッカー,check,Check,5
JsKs5d,JhTh,5,セカンドペア弱,check,Check,5
Ks7h2d,Ah5s,2,エア,bet,Bet 2,5
Th4c5d,9s8s,2,バックドアドロー,check,Check,5
8h8cTc,5s5h,15,2ペア,check,Check,5
TsKcAh,Kd8s,5,セカンドペア弱,check,Check,5
Ad9h8h,KsJc,2,エア,check,Check,5
Ad8d3d,KsJc,2,バックドアドロー,check,Check,5
6s8d7c,9h9c,15,オーバーペア,bet,Bet 2,5
Ad8d3d,Ts8c,5,セカンドペア弱,check,Check,5
Ad9h8h,Jh6h,10,フラッシュドロー,check,Check,5
Th4c5d,As8d,2,エア,check,Check,5
Jh4h5s,Ac7d,2,エア,check,Check,5
JcJh4s,As3d,2,エア,bet,Bet 2,5
Td6h4h,As9s,2,エア,check,Check,5
5c2d3h,6h6c,15,オーバーペア,bet,Bet 2,5
AcKs7d,Ad7h,15,2ペア,bet,Bet 4,5
7d6c4h,KhJh,2,バックドアドロー,check,Check,5
Ad8d3d,Ac6s,10,TP+弱キッカー,check,Check,5
JsKs5d,AhQd,5,ガットショット,check,Check,5
5c2d3h,AdKc,5,ガットショット,bet,Bet 2,5
Th4c5d,Ks8c,2,エア,check,Check,5
Ad9h8h,Kd8c,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,AcQd,2,エア,check,Check,5
Th3s2d,QhJc,2,バックドアドロー,bet,Bet 4,5
7d6c4h,AdJs,2,エア,check,Check,5
9dTs8s,7h7d,8,ドロー+弱ペア,check,Check,5
4s4h3h,Jd5d,2,バックドアドロー,bet,Bet 2,5
9s7s4c,Kd4d,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,JhTs,5,ガットショット,bet,Bet 4,5
Jh4h5s,AcKd,2,エア,check,Check,5
Js8d3c,Ts8s,5,セカンドペア弱,bet,Bet 2,5
JsKs5d,9h8h,2,エア,check,Check,5
AcKs7d,AhJs,10,TP+中キッカー,bet,Bet 4,5
Jh4h5s,Ks8s,2,バックドアドロー,check,Check,5
6s8d7c,As4d,5,ガットショット,bet,Bet 2,5
6s8d7c,JsJc,15,オーバーペア,bet,Bet 2,5
AcKs7d,JhTc,5,ガットショット,bet,Bet 4,5
6s8d7c,4h4c,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,JdTs,18,ストレート,bet,Bet 4,5
JsKs5d,Ah3s,2,バックドアドロー,bet,Bet 4,5
Th4c5d,KsJs,2,エア,check,Check,5
6s8d7c,Ac4c,5,ガットショット,check,Check,5
5c2d3h,Kh5h,12,TP+強キッカー,bet,Bet 2,5
9s7s4c,Td9h,10,TP+中キッカー,check,Check,5
Qc8cAc,Qs9h,5,セカンドペア弱,check,Check,5
Ks7h2d,AhJd,2,エア,bet,Bet 2,5
4s4h3h,7h7c,15,2ペア,bet,Bet 2,5
8h8cTc,AdTd,15,2ペア,bet,Bet 2,5
AcKs7d,Qc9c,2,バックドアドロー,check,Check,5
9dTs8s,QhJh,18,ストレート,bet,Bet 2,5
Th4c5d,Kh9d,2,エア,check,Check,5
Js8d3c,QhTc,5,ガットショット,bet,Bet 2,5
Th3s2d,As9h,2,バックドアドロー,check,Check,5
AcKs7d,8s8h,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,KdQc,2,エア,check,Check,5
Js8d3c,Ad8h,8,セカンドペア強,bet,Bet 2,5
Jh4h5s,9h6h,10,フラッシュドロー,check,Check,5
4s4h3h,8s8d,15,2ペア,bet,Bet 2,5
7d6c4h,Kh9c,2,エア,bet,Bet 2,5
Jh4h5s,KhJs,12,TP+強キッカー,check,Check,5
5c5dAh,As4c,15,2ペア,check,Check,5
9dTs8s,6s5s,10,フラッシュドロー,check,Check,5
Ad8d3d,KhJh,2,バックドアドロー,check,Check,5
Js8d3c,Ah3h,5,弱ペア/ボトムペア,bet,Bet 2,5
Th3s2d,Ah7s,2,バックドアドロー,check,Check,5
8h8cTc,Kh8s,18,セット,bet,Bet 2,5
TsKcAh,Qc9d,5,ガットショット,bet,Bet 4,5
QcAdKh,AhTc,10,TP+中キッカー,check,Check,5
Td6h4h,Ah3s,2,バックドアドロー,bet,Bet 4,5
JsKs5d,Td8c,2,エア,check,Check,5
JsKs5d,Jh9d,5,セカンドペア弱,check,Check,5
JsKs5d,TsTd,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,2h2c,18,セット,bet,Bet 2,5
7d6c4h,AhJc,2,エア,check,Check,5
Td6h4h,AsKc,2,エア,check,Check,5
Ad8d3d,Tc8h,5,セカンドペア弱,check,Check,5
Ad9h8h,KdKc,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,Th9d,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Ac3h,2,バックドアドロー,check,Check,5
Qc8cAc,5s5h,5,弱ペア/ボトムペア,check,Check,5
6s8d7c,9s9c,15,オーバーペア,bet,Bet 2,5
Qc8cAc,JdJc,8,ドロー+弱ペア,check,Check,5
JsKs5d,AdQc,5,ガットショット,check,Check,5
Ad9h8h,Ks5s,2,エア,check,Check,5
Jh4h5s,KhJd,12,TP+強キッカー,check,Check,5
Th4c5d,AsJd,2,エア,check,Check,5
9s7s4c,Ad6h,2,エア,check,Check,5
AcKs7d,Jd9d,2,バックドアドロー,bet,Bet 4,5
Ks7h2d,Ah7s,8,セカンドペア強,bet,Bet 2,5
JsKs5d,Ac4d,2,エア,check,Check,5
JcJh4s,QdJs,18,セット,bet,Bet 2,5
Th4c5d,9h9c,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,KhJh,2,バックドアドロー,check,Check,5
7d6c4h,KcQs,2,エア,check,Check,5
Js8d3c,KcTd,2,エア,bet,Bet 2,5
Td6h4h,AhJs,2,バックドアドロー,check,Check,5
7d6c4h,KcJs,2,エア,check,Check,5
9dTs8s,AdJh,8,OESD,check,Check,5
9dTs8s,QsJc,18,ストレート,bet,Bet 2,5
Jh4h5s,Jc8c,10,TP+中キッカー,check,Check,5
8h8cTc,Ah3h,2,バックドアドロー,check,Check,5
4s4h3h,KsTs,2,バックドアドロー,check,Check,5
Td6h4h,AhQd,2,バックドアドロー,check,Check,5
Td6h4h,KsKc,15,オーバーペア,check,Check,5
9dTs8s,Ac4d,2,バックドアドロー,check,Check,5
JsKs5d,Qc7c,2,バックドアドロー,check,Check,5
Ks7h2d,KhKd,18,セット,bet,Bet 2,5
5c5dAh,KdJs,2,エア,check,Check,5
9dTs8s,Qd9s,8,セカンドペア強,check,Check,5
Ad8d3d,Ac2c,10,TP+弱キッカー,check,Check,5
Jh4h5s,KhJs,12,TP+強キッカー,check,Check,5
Th3s2d,Kc9s,2,エア,check,Check,5
JsKs5d,AdTh,5,ガットショット,check,Check,5
Ad8d3d,Ah6d,12,コンボドロー(TP+弱キッカー),check,Check,5
QcAdKh,Jd7d,5,ガットショット,bet,Bet 4,5
Td6h4h,Ac7c,2,エア,check,Check,5
9s7s4c,AhJs,2,バックドアドロー,check,Check,5
JsKs5d,Th6h,2,エア,check,Check,5
8h8cTc,Ac2c,10,フラッシュドロー,bet,Bet 2,5
6s8d7c,Qd5d,8,OESD,bet,Bet 2,5
Qc8cAc,6s6d,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,Qc9d,2,エア,check,Check,5
7d6c4h,Kc9h,2,エア,bet,Bet 2,5
JcJh4s,AsAc,15,2ペア,check,Check,5
6s8d7c,8s8h,18,セット,bet,Bet 2,5
Js8d3c,6s6h,5,弱ペア/ボトムペア,check,Check,5
Td6h4h,Ac8c,2,エア,check,Check,5
JcJh4s,Ts8c,2,エア,bet,Bet 2,5
AcKs7d,Jh8h,2,エア,check,Check,5
JsKs5d,JdJc,18,セット,bet,Bet 4,5
Jh4h5s,6s6c,5,弱ペア/ボトムペア,check,Check,5
TsKcAh,Js9d,5,ガットショット,bet,Bet 4,5
9dTs8s,Qd9c,8,セカンドペア強,check,Check,5
Ks7h2d,AcTh,2,エア,check,Check,5
7d6c4h,Jh5h,8,OESD,bet,Bet 2,5
AcKs7d,Qc9c,2,バックドアドロー,check,Check,5
Jh4h5s,QdJs,12,TP+強キッカー,check,Check,5
Jh4h5s,TsTc,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,AsQd,2,バックドアドロー,check,Check,5
